Category,Type,Subtype,Date,Month,Year,Institute,Title,abbr.,Paper_link,Abstract,code,Publication,BibTex,Authors,_tasks
Method,Robotics,,2023-03-02,3,2023,,Multi-UAV Adaptive Path Planning Using Deep Reinforcement Learning,,http://arxiv.org/abs/2303.01150v1,"Efficient aerial data collection is important in many remote sensing applications. In large-scale monitoring scenarios, deploying a team of unmanned aerial vehicles (UAVs) offers improved spatial coverage and robustness against individual failures. However, a key challenge is cooperative path planning for the UAVs to efficiently achieve a joint mission goal. We propose a novel multi-agent informative path planning approach based on deep reinforcement learning for adaptive terrain monitoring scenarios using UAV teams. We introduce new network feature representations to effectively learn path planning in a 3D workspace. By leveraging a counterfactual baseline, our approach explicitly addresses credit assignment to learn cooperative behaviour. Our experimental evaluation shows improved planning performance, i.e. maps regions of interest more quickly, with respect to non-counterfactual variants. Results on synthetic and real-world data show that our approach has superior performance compared to state-of-the-art non-learning-based methods, while being transferable to varying team sizes and communication constraints.",,"8 pages, 8 figures","@article{westheider2023multiuav,
  title={Multi-UAV Adaptive Path Planning Using Deep Reinforcement Learning},
  author={Jonas Westheider and Julius Rückin and Marija Popović},
  journal={arXiv preprint arXiv:2303.01150v1},
  year={2023},
  url={http://arxiv.org/abs/2303.01150v1}
}","Jonas Westheider, Julius Rückin, Marija Popović",
Method,Image and Video Processing,Computer Vision; Machine Learning,2023-03-17,3,2023,,LSwinSR: UAV Imagery Super-Resolution based on Linear Swin Transformer,,http://arxiv.org/abs/2303.10232v1,"Super-resolution, which aims to reconstruct high-resolution images from low-resolution images, has drawn considerable attention and has been intensively studied in computer vision and remote sensing communities. The super-resolution technology is especially beneficial for Unmanned Aerial Vehicles (UAV), as the amount and resolution of images captured by UAV are highly limited by physical constraints such as flight altitude and load capacity. In the wake of the successful application of deep learning methods in the super-resolution task, in recent years, a series of super-resolution algorithms have been developed. In this paper, for the super-resolution of UAV images, a novel network based on the state-of-the-art Swin Transformer is proposed with better efficiency and competitive accuracy. Meanwhile, as one of the essential applications of the UAV is land cover and land use monitoring, simple image quality assessments such as the Peak-Signal-to-Noise Ratio (PSNR) and the Structural Similarity Index Measure (SSIM) are not enough to comprehensively measure the performance of an algorithm. Therefore, we further investigate the effectiveness of super-resolution methods using the accuracy of semantic segmentation. The code will be available at https://github.com/lironui/LSwinSR.",https://github.com/lironui/LSwinSR,,"@article{li2023lswinsr,
  title={LSwinSR: UAV Imagery Super-Resolution based on Linear Swin Transformer},
  author={Rui Li and Xiaowei Zhao},
  journal={arXiv preprint arXiv:2303.10232v1},
  year={2023},
  url={http://arxiv.org/abs/2303.10232v1}
}","Rui Li, Xiaowei Zhao",SEG;SR
Method,Computer Vision,,2023-03-18,3,2023,,Remote Sensing Object Counting with Online Knowledge Learning,,http://arxiv.org/abs/2303.10318v2,"Efficient models for remote sensing object counting are urgently required for applications in scenarios with limited computing resources, such as drones or embedded systems. A straightforward yet powerful technique to achieve this is knowledge distillation, which steers the learning of student networks by leveraging the experience of already-trained teacher networks. However, it faces a pair of challenges: Firstly, due to its two-stage training nature, a longer training period is essential, especially as the training samples increase. Secondly, despite the proficiency of teacher networks in transmitting assimilated knowledge, they tend to overlook the latent insights gained during their learning process. To address these challenges, we introduce an online distillation learning method for remote sensing object counting. It builds an end-to-end training framework that seamlessly integrates two distinct networks into a unified one. It comprises a shared shallow module, a teacher branch, and a student branch. The shared module serving as the foundation for both branches is dedicated to learning some primitive information. The teacher branch utilizes prior knowledge to reduce the difficulty of learning and guides the student branch in online learning. In parallel, the student branch achieves parameter reduction and rapid inference capabilities by means of channel reduction. This design empowers the student branch not only to receive privileged insights from the teacher branch but also to tap into the latent reservoir of knowledge held by the teacher branch during the learning process. Moreover, we propose a relation-in-relation distillation method that allows the student branch to effectively comprehend the evolution of the relationship of intra-layer teacher features among different inter-layer features. Extensive experiments demonstrate the effectiveness of our method.",,IEEE Transactions on Geoscience and Remote Sensing,"@article{jiang2023remote,
  title={Remote Sensing Object Counting with Online Knowledge Learning},
  author={Shengqin Jiang and Yuan Gao and Bowen Li and Fengna Cheng and Renlong Hang and Qingshan Liu},
  journal={arXiv preprint arXiv:2303.10318v2},
  year={2023},
  url={http://arxiv.org/abs/2303.10318v2}
}","Shengqin Jiang, Yuan Gao, Bowen Li, Fengna Cheng, Renlong Hang, Qingshan Liu",
Method,Computer Vision,,2023-04-07,4,2023,,High-order Spatial Interactions Enhanced Lightweight Model for Optical Remote Sensing Image-based Small Ship Detection,,http://arxiv.org/abs/2304.03812v1,"Accurate and reliable optical remote sensing image-based small-ship detection is crucial for maritime surveillance systems, but existing methods often struggle with balancing detection performance and computational complexity. In this paper, we propose a novel lightweight framework called \textit{HSI-ShipDetectionNet} that is based on high-order spatial interactions and is suitable for deployment on resource-limited platforms, such as satellites and unmanned aerial vehicles. HSI-ShipDetectionNet includes a prediction branch specifically for tiny ships and a lightweight hybrid attention block for reduced complexity. Additionally, the use of a high-order spatial interactions module improves advanced feature understanding and modeling ability. Our model is evaluated using the public Kaggle marine ship detection dataset and compared with multiple state-of-the-art models including small object detection models, lightweight detection models, and ship detection models. The results show that HSI-ShipDetectionNet outperforms the other models in terms of recall, and mean average precision (mAP) while being lightweight and suitable for deployment on resource-limited platforms.",,,"@article{yin2023highorder,
  title={High-order Spatial Interactions Enhanced Lightweight Model for Optical Remote Sensing Image-based Small Ship Detection},
  author={Yifan Yin and Xu Cheng and Fan Shi and Xiufeng Liu and Huan Huo and Shengyong Chen},
  journal={arXiv preprint arXiv:2304.03812v1},
  year={2023},
  url={http://arxiv.org/abs/2304.03812v1}
}","Yifan Yin, Xu Cheng, Fan Shi, Xiufeng Liu, Huan Huo, Shengyong Chen",OD
Method,Computer Vision,Artificial Intelligence,2023-04-14,4,2023,,YOLO-Drone:Airborne real-time detection of dense small objects from high-altitude perspective,,http://arxiv.org/abs/2304.06925v2,"Unmanned Aerial Vehicles (UAVs), specifically drones equipped with remote sensing object detection technology, have rapidly gained a broad spectrum of applications and emerged as one of the primary research focuses in the field of computer vision. Although UAV remote sensing systems have the ability to detect various objects, small-scale objects can be challenging to detect reliably due to factors such as object size, image degradation, and real-time limitations. To tackle these issues, a real-time object detection algorithm (YOLO-Drone) is proposed and applied to two new UAV platforms as well as a specific light source (silicon-based golden LED). YOLO-Drone presents several novelties: 1) including a new backbone Darknet59; 2) a new complex feature aggregation module MSPP-FPN that incorporated one spatial pyramid pooling and three atrous spatial pyramid pooling modules; 3) and the use of Generalized Intersection over Union (GIoU) as the loss function. To evaluate performance, two benchmark datasets, UAVDT and VisDrone, along with one homemade dataset acquired at night under silicon-based golden LEDs, are utilized. The experimental results show that, in both UAVDT and VisDrone, the proposed YOLO-Drone outperforms state-of-the-art (SOTA) object detection methods by improving the mAP of 10.13% and 8.59%, respectively. With regards to UAVDT, the YOLO-Drone exhibits both high real-time inference speed of 53 FPS and a maximum mAP of 34.04%. Notably, YOLO-Drone achieves high performance under the silicon-based golden LEDs, with a mAP of up to 87.71%, surpassing the performance of YOLO series under ordinary light sources. To conclude, the proposed YOLO-Drone is a highly effective solution for object detection in UAV applications, particularly for night detection tasks where silicon-based golden light LED technology exhibits significant superiority.",,Some contributing authors are not signed,"@article{zhu2023yolodroneairborne,
  title={YOLO-Drone:Airborne real-time detection of dense small objects from high-altitude perspective},
  author={Li Zhu and Jiahui Xiong and Feng Xiong and Hanzheng Hu and Zhengnan Jiang},
  journal={arXiv preprint arXiv:2304.06925v2},
  year={2023},
  url={http://arxiv.org/abs/2304.06925v2}
}","Li Zhu, Jiahui Xiong, Feng Xiong, Hanzheng Hu, Zhengnan Jiang",OD
Method,Computer Vision,Machine Learning,2023-05-26,5,2023,,Semantic segmentation of sparse irregular point clouds for leaf/wood discrimination,,http://arxiv.org/abs/2305.16963v3,"LiDAR (Light Detection and Ranging) has become an essential part of the remote sensing toolbox used for biosphere monitoring. In particular, LiDAR provides the opportunity to map forest leaf area with unprecedented accuracy, while leaf area has remained an important source of uncertainty affecting models of gas exchanges between the vegetation and the atmosphere. Unmanned Aerial Vehicles (UAV) are easy to mobilize and therefore allow frequent revisits to track the response of vegetation to climate change. However, miniature sensors embarked on UAVs usually provide point clouds of limited density, which are further affected by a strong decrease in density from top to bottom of the canopy due to progressively stronger occlusion. In such a context, discriminating leaf points from wood points presents a significant challenge due in particular to strong class imbalance and spatially irregular sampling intensity. Here we introduce a neural network model based on the Pointnet ++ architecture which makes use of point geometry only (excluding any spectral information). To cope with local data sparsity, we propose an innovative sampling scheme which strives to preserve local important geometric information. We also propose a loss function adapted to the severe class imbalance. We show that our model outperforms state-of-the-art alternatives on UAV point clouds. We discuss future possible improvements, particularly regarding much denser point clouds acquired from below the canopy.",,NeurIPS 2023,"@article{bai2023semantic,
  title={Semantic segmentation of sparse irregular point clouds for leaf/wood discrimination},
  author={Yuchen Bai and Jean-Baptiste Durand and Grégoire Vincent and Florence Forbes},
  journal={arXiv preprint arXiv:2305.16963v3},
  year={2023},
  url={http://arxiv.org/abs/2305.16963v3}
}","Yuchen Bai, Jean-Baptiste Durand, Grégoire Vincent, Florence Forbes",SEG;3D
Method,cs.IT,Signal Processing,2023-05-31,5,2023,,Semantic-Functional Communications in Cyber-Physical Systems,,http://arxiv.org/abs/2305.19710v1,"This paper explores the use of semantic knowledge inherent in the cyber-physical system (CPS) under study in order to minimize the use of explicit communication, which refers to the use of physical radio resources to transmit potentially informative data. It is assumed that the acquired data have a function in the system, usually related to its state estimation, which may trigger control actions. We propose that a semantic-functional approach can leverage the semantic-enabled implicit communication while guaranteeing that the system maintains functionality under the required performance. We illustrate the potential of this proposal through simulations of a swarm of drones jointly performing remote sensing in a given area. Our numerical results demonstrate that the proposed method offers the best design option regarding the ability to accomplish a previously established task -- remote sensing in the addressed case -- while minimising the use of radio resources by controlling the trade-offs that jointly determine the CPS performance and its effectiveness in the use of resources. In this sense, we establish a fundamental relationship between energy, communication, and functionality considering a given end application.",,,"@article{silva2023semanticfunctional,
  title={Semantic-Functional Communications in Cyber-Physical Systems},
  author={Pedro E. Goria Silva and Pedro H. J. Nardelli and Arthur S. de Sena and Harun Siljak and Niko Nevaranta and Nicola Marchetti and Rausley A. A. de Souza},
  journal={arXiv preprint arXiv:2305.19710v1},
  year={2023},
  url={http://arxiv.org/abs/2305.19710v1}
}","Pedro E. Goria Silva, Pedro H. J. Nardelli, Arthur S. de Sena, Harun Siljak, Niko Nevaranta, Nicola Marchetti, Rausley A. A. de Souza",
Method,Computer Vision,,2023-06-19,6,2023,,RemoteCLIP: A Vision Language Foundation Model for Remote Sensing,,http://arxiv.org/abs/2306.11029v4,"General-purpose foundation models have led to recent breakthroughs in artificial intelligence. In remote sensing, self-supervised learning (SSL) and Masked Image Modeling (MIM) have been adopted to build foundation models. However, these models primarily learn low-level features and require annotated data for fine-tuning. Moreover, they are inapplicable for retrieval and zero-shot applications due to the lack of language understanding. To address these limitations, we propose RemoteCLIP, the first vision-language foundation model for remote sensing that aims to learn robust visual features with rich semantics and aligned text embeddings for seamless downstream application. To address the scarcity of pre-training data, we leverage data scaling which converts heterogeneous annotations into a unified image-caption data format based on Box-to-Caption (B2C) and Mask-to-Box (M2B) conversion. By further incorporating UAV imagery, we produce a 12 $\times$ larger pretraining dataset than the combination of all available datasets. RemoteCLIP can be applied to a variety of downstream tasks, including zero-shot image classification, linear probing, $\textit{k}$-NN classification, few-shot classification, image-text retrieval, and object counting in remote sensing images. Evaluation on 16 datasets, including a newly introduced RemoteCount benchmark to test the object counting ability, shows that RemoteCLIP consistently outperforms baseline foundation models across different model scales. Impressively, RemoteCLIP beats the state-of-the-art method by 9.14% mean recall on the RSITMD dataset and 8.92% on the RSICD dataset. For zero-shot classification, our RemoteCLIP outperforms the CLIP baseline by up to 6.39% average accuracy on 12 downstream datasets. Project website: https://github.com/ChenDelong1999/RemoteCLIP",https://github.com/ChenDelong1999/RemoteCLIP,IEEE Transactions on Geoscience and Remote Sensing (TGRS),"@article{liu2023remoteclip,
  title={RemoteCLIP: A Vision Language Foundation Model for Remote Sensing},
  author={Fan Liu and Delong Chen and Zhangqingyun Guan and Xiaocong Zhou and Jiale Zhu and Qiaolin Ye and Liyong Fu and Jun Zhou},
  journal={arXiv preprint arXiv:2306.11029v4},
  year={2023},
  url={http://arxiv.org/abs/2306.11029v4}
}","Fan Liu, Delong Chen, Zhangqingyun Guan, Xiaocong Zhou, Jiale Zhu, Qiaolin Ye, Liyong Fu, Jun Zhou",CLS;ITR
Method,Computer Vision,,2023-06-22,6,2023,,3D Reconstruction of Spherical Images based on Incremental Structure from Motion,,http://arxiv.org/abs/2306.12770v2,"3D reconstruction plays an increasingly important role in modern photogrammetric systems. Conventional satellite or aerial-based remote sensing (RS) platforms can provide the necessary data sources for the 3D reconstruction of large-scale landforms and cities. Even with low-altitude UAVs (Unmanned Aerial Vehicles), 3D reconstruction in complicated situations, such as urban canyons and indoor scenes, is challenging due to the frequent tracking failures between camera frames and high data collection costs. Recently, spherical images have been extensively exploited due to the capability of recording surrounding environments from one camera exposure. Classical 3D reconstruction pipelines, however, cannot be used for spherical images. Besides, there exist few software packages for 3D reconstruction of spherical images. Based on the imaging geometry of spherical cameras, this study investigates the algorithms for the relative orientation using spherical correspondences, absolute orientation using 3D correspondences between scene and spherical points, and the cost functions for BA (bundle adjustment) optimization. In addition, an incremental SfM (Structure from Motion) workflow has been proposed for spherical images using the above-mentioned algorithms. The proposed solution is finally verified by using three spherical datasets captured by both consumer-grade and professional spherical cameras. The results demonstrate that the proposed SfM workflow can achieve the successful 3D reconstruction of complex scenes and provide useful clues for the implementation in open-source software packages. The source code of the designed SfM workflow would be made publicly available.",,,"@article{jiang2023d,
  title={3D Reconstruction of Spherical Images based on Incremental Structure from Motion},
  author={San Jiang and Kan You and Yaxin Li and Duojie Weng and Wu Chen},
  journal={arXiv preprint arXiv:2306.12770v2},
  year={2023},
  url={http://arxiv.org/abs/2306.12770v2}
}","San Jiang, Kan You, Yaxin Li, Duojie Weng, Wu Chen",3D
Survey,Robotics,eess.SY,2023-07-25,7,2023,,A Comprehensive Review of Recent Research Trends on UAVs,,http://arxiv.org/abs/2307.13691v1,"The growing interest in unmanned aerial vehicles (UAVs) from both scientific and industrial sectors has attracted a wave of new researchers and substantial investments in this expansive field. However, due to the wide range of topics and subdomains within UAV research, newcomers may find themselves overwhelmed by the numerous options available. It is therefore crucial for those involved in UAV research to recognize its interdisciplinary nature and its connections with other disciplines. This paper presents a comprehensive overview of the UAV field, highlighting recent trends and advancements. Drawing on recent literature reviews and surveys, the review begins by classifying UAVs based on their flight characteristics. It then provides an overview of current research trends in UAVs, utilizing data from the Scopus database to quantify the number of scientific documents associated with each research direction and their interconnections. The paper also explores potential areas for further development in UAVs, including communication, artificial intelligence, remote sensing, miniaturization, swarming and cooperative control, and transformability. Additionally, it discusses the development of aircraft control, commonly used control techniques, and appropriate control algorithms in UAV research. Furthermore, the paper addresses the general hardware and software architecture of UAVs, their applications, and the key issues associated with them. It also provides an overview of current open-source software and hardware projects in the UAV field. By presenting a comprehensive view of the UAV field, this paper aims to enhance understanding of this rapidly evolving and highly interdisciplinary area of research.",,"32 pages, 4 figures","@article{telli2023a,
  title={A Comprehensive Review of Recent Research Trends on UAVs},
  author={Kaled Telli and Okba Kraa and Yassine Himeur and Abdelmalik Ouamane and Mohamed Boumehraz and Shadi Atalla and Wathiq Mansoor},
  journal={arXiv preprint arXiv:2307.13691v1},
  year={2023},
  url={http://arxiv.org/abs/2307.13691v1}
}","Kaled Telli, Okba Kraa, Yassine Himeur, Abdelmalik Ouamane, Mohamed Boumehraz, Shadi Atalla, Wathiq Mansoor",
Method,cs.CY,Artificial Intelligence; Computer Vision,2023-08-09,8,2023,,Drones4Good: Supporting Disaster Relief Through Remote Sensing and AI,,http://arxiv.org/abs/2308.05074v1,"In order to respond effectively in the aftermath of a disaster, emergency services and relief organizations rely on timely and accurate information about the affected areas. Remote sensing has the potential to significantly reduce the time and effort required to collect such information by enabling a rapid survey of large areas. To achieve this, the main challenge is the automatic extraction of relevant information from remotely sensed data. In this work, we show how the combination of drone-based data with deep learning methods enables automated and large-scale situation assessment. In addition, we demonstrate the integration of onboard image processing techniques for the deployment of autonomous drone-based aid delivery. The results show the feasibility of a rapid and large-scale image analysis in the field, and that onboard image processing can increase the safety of drone-based aid deliveries.",,,"@article{merkle2023dronesgood,
  title={Drones4Good: Supporting Disaster Relief Through Remote Sensing and AI},
  author={Nina Merkle and Reza Bahmanyar and Corentin Henry and Seyed Majid Azimi and Xiangtian Yuan and Simon Schopferer and Veronika Gstaiger and Stefan Auer and Anne Schneibel and Marc Wieland and Thomas Kraft},
  journal={arXiv preprint arXiv:2308.05074v1},
  year={2023},
  url={http://arxiv.org/abs/2308.05074v1}
}","Nina Merkle, Reza Bahmanyar, Corentin Henry, Seyed Majid Azimi, Xiangtian Yuan, Simon Schopferer, Veronika Gstaiger, Stefan Auer, Anne Schneibel, Marc Wieland, Thomas Kraft",
Method,math.OC,,2023-09-04,9,2023,,Optimal Real Time Drone Path Planning for Harvesting Information from a Wireless Sensor Network,,http://arxiv.org/abs/2309.01604v2,"We consider a remote sensing system in which fixed sensors are placed in a region, and a drone flies over the region to collect information from cluster heads. We assume that the drone has a fixed maximum range, and that the energy consumption for information transmission from the cluster heads increases with distance according to a power law. Given these assumptions, we derive local optimum conditions for a drone path that either minimizes the total energy or the maximum energy required by the cluster heads to transmit information to the drone. We show how a homotopy approach can produce a family of solutions for different drone path lengths, so that a locally optimal solution can be found for any drone range. We implement the homotopy solution in python, and demonstrate the tradeoff between drone range and cluster head power consumption for several geometries. Execution time is sufficiently rapid for the computation to be performed real time, so the drone path can be recalculated on the fly. The solution is shown to be globally optimal for sufficiently long drone path lengths. For future work, we indicate how the solution can be modified to accommodate moving sensors.",,"20 pages, 4 figures","@article{ganapathy2023optimal,
  title={Optimal Real Time Drone Path Planning for Harvesting Information from a Wireless Sensor Network},
  author={Ramkumar Ganapathy and Christopher Thron},
  journal={arXiv preprint arXiv:2309.01604v2},
  year={2023},
  url={http://arxiv.org/abs/2309.01604v2}
}","Ramkumar Ganapathy, Christopher Thron",
Method,Image and Video Processing,,2023-10-12,10,2023,,Unlocking the capabilities of explainable fewshot learning in remote sensing,,http://arxiv.org/abs/2310.08619v1,"Recent advancements have significantly improved the efficiency and effectiveness of deep learning methods for imagebased remote sensing tasks. However, the requirement for large amounts of labeled data can limit the applicability of deep neural networks to existing remote sensing datasets. To overcome this challenge, fewshot learning has emerged as a valuable approach for enabling learning with limited data. While previous research has evaluated the effectiveness of fewshot learning methods on satellite based datasets, little attention has been paid to exploring the applications of these methods to datasets obtained from UAVs, which are increasingly used in remote sensing studies. In this review, we provide an up to date overview of both existing and newly proposed fewshot classification techniques, along with appropriate datasets that are used for both satellite based and UAV based data. Our systematic approach demonstrates that fewshot learning can effectively adapt to the broader and more diverse perspectives that UAVbased platforms can provide. We also evaluate some SOTA fewshot approaches on a UAV disaster scene classification dataset, yielding promising results. We emphasize the importance of integrating XAI techniques like attention maps and prototype analysis to increase the transparency, accountability, and trustworthiness of fewshot models for remote sensing. Key challenges and future research directions are identified, including tailored fewshot methods for UAVs, extending to unseen tasks like segmentation, and developing optimized XAI techniques suited for fewshot remote sensing problems. This review aims to provide researchers and practitioners with an improved understanding of fewshot learnings capabilities and limitations in remote sensing, while highlighting open problems to guide future progress in efficient, reliable, and interpretable fewshot methods.",,"Under review, once the paper is accepted, the copyright will be transferred to the corresponding journal","@article{lee2023unlocking,
  title={Unlocking the capabilities of explainable fewshot learning in remote sensing},
  author={Gao Yu Lee and Tanmoy Dam and Md Meftahul Ferdaus and Daniel Puiu Poenar and Vu N Duong},
  journal={arXiv preprint arXiv:2310.08619v1},
  year={2023},
  url={http://arxiv.org/abs/2310.08619v1}
}","Gao Yu Lee, Tanmoy Dam, Md Meftahul Ferdaus, Daniel Puiu Poenar, Vu N Duong",CLS
Method,Computer Vision,,2023-10-16,10,2023,,YOLOv7 for Mosquito Breeding Grounds Detection and Tracking,,http://arxiv.org/abs/2310.10423v1,"With the looming threat of climate change, neglected tropical diseases such as dengue, zika, and chikungunya have the potential to become an even greater global concern. Remote sensing technologies can aid in controlling the spread of Aedes Aegypti, the transmission vector of such diseases, by automating the detection and mapping of mosquito breeding sites, such that local entities can properly intervene. In this work, we leverage YOLOv7, a state-of-the-art and computationally efficient detection approach, to localize and track mosquito foci in videos captured by unmanned aerial vehicles. We experiment on a dataset released to the public as part of the ICIP 2023 grand challenge entitled Automatic Detection of Mosquito Breeding Grounds. We show that YOLOv7 can be directly applied to detect larger foci categories such as pools, tires, and water tanks and that a cheap and straightforward aggregation of frame-by-frame detection can incorporate time consistency into the tracking process.",,Winning paper of ICIP 2023 Grand Challenge - Automatic Detection of Mosquito Breeding Grounds - https://www02.smt.ufrj.br/~tvdigital/mosquito/challenge/,"@article{laranjeira2023yolov,
  title={YOLOv7 for Mosquito Breeding Grounds Detection and Tracking},
  author={Camila Laranjeira and Daniel Andrade and Jefersson A. dos Santos},
  journal={arXiv preprint arXiv:2310.10423v1},
  year={2023},
  url={http://arxiv.org/abs/2310.10423v1}
}","Camila Laranjeira, Daniel Andrade, Jefersson A. dos Santos",
Method,Computer Vision,,2023-10-24,10,2023,,ShadowSense: Unsupervised Domain Adaptation and Feature Fusion for Shadow-Agnostic Tree Crown Detection from RGB-Thermal Drone Imagery,,http://arxiv.org/abs/2310.16212v1,"Accurate detection of individual tree crowns from remote sensing data poses a significant challenge due to the dense nature of forest canopy and the presence of diverse environmental variations, e.g., overlapping canopies, occlusions, and varying lighting conditions. Additionally, the lack of data for training robust models adds another limitation in effectively studying complex forest conditions. This paper presents a novel method for detecting shadowed tree crowns and provides a challenging dataset comprising roughly 50k paired RGB-thermal images to facilitate future research for illumination-invariant detection. The proposed method (ShadowSense) is entirely self-supervised, leveraging domain adversarial training without source domain annotations for feature extraction and foreground feature alignment for feature pyramid networks to adapt domain-invariant representations by focusing on visible foreground regions, respectively. It then fuses complementary information of both modalities to effectively improve upon the predictions of an RGB-trained detector and boost the overall accuracy. Extensive experiments demonstrate the superiority of the proposed method over both the baseline RGB-trained detector and state-of-the-art techniques that rely on unsupervised domain adaptation or early image fusion. Our code and data are available: https://github.com/rudrakshkapil/ShadowSense",https://github.com/rudrakshkapil/ShadowSense,IEEE/CVF Winter Applications of Computer Vision (WACV) 2024 main conference! 8 pages (11 with bibliography),"@article{kapil2023shadowsense,
  title={ShadowSense: Unsupervised Domain Adaptation and Feature Fusion for Shadow-Agnostic Tree Crown Detection from RGB-Thermal Drone Imagery},
  author={Rudraksh Kapil and Seyed Mojtaba Marvasti-Zadeh and Nadir Erbilgin and Nilanjan Ray},
  journal={arXiv preprint arXiv:2310.16212v1},
  year={2023},
  url={http://arxiv.org/abs/2310.16212v1}
}","Rudraksh Kapil, Seyed Mojtaba Marvasti-Zadeh, Nadir Erbilgin, Nilanjan Ray",
Method,Computer Vision,Artificial Intelligence,2023-11-06,11,2023,,SugarViT -- Multi-objective Regression of UAV Images with Vision Transformers and Deep Label Distribution Learning Demonstrated on Disease Severity Prediction in Sugar Beet,,http://arxiv.org/abs/2311.03076v3,"Remote sensing and artificial intelligence are pivotal technologies of precision agriculture nowadays. The efficient retrieval of large-scale field imagery combined with machine learning techniques shows success in various tasks like phenotyping, weeding, cropping, and disease control. This work will introduce a machine learning framework for automatized large-scale plant-specific trait annotation for the use case disease severity scoring for Cercospora Leaf Spot (CLS) in sugar beet. With concepts of Deep Label Distribution Learning (DLDL), special loss functions, and a tailored model architecture, we develop an efficient Vision Transformer based model for disease severity scoring called SugarViT. One novelty in this work is the combination of remote sensing data with environmental parameters of the experimental sites for disease severity prediction. Although the model is evaluated on this special use case, it is held as generic as possible to also be applicable to various image-based classification and regression tasks. With our framework, it is even possible to learn models on multi-objective problems as we show by a pretraining on environmental metadata.",,submitted to Computers and Electronics in Agriculture,"@article{gnder2023sugarvit,
  title={SugarViT -- Multi-objective Regression of UAV Images with Vision Transformers and Deep Label Distribution Learning Demonstrated on Disease Severity Prediction in Sugar Beet},
  author={Maurice Günder and Facundo Ramón Ispizua Yamati and Abel Andree Barreto Alcántara and Anne-Katrin Mahlein and Rafet Sifa and Christian Bauckhage},
  journal={arXiv preprint arXiv:2311.03076v3},
  year={2023},
  url={http://arxiv.org/abs/2311.03076v3}
}","Maurice Günder, Facundo Ramón Ispizua Yamati, Abel Andree Barreto Alcántara, Anne-Katrin Mahlein, Rafet Sifa, Christian Bauckhage",CLS
Method,Signal Processing,,2023-11-12,11,2023,,UAV Formation Optimization for Communication-assisted InSAR Sensing,,http://arxiv.org/abs/2311.06959v1,"Interferometric synthetic aperture radar (InSAR) is an increasingly important remote sensing technique that enables three-dimensional (3D) sensing applications such as the generation of accurate digital elevation models (DEMs). In this paper, we investigate the joint formation and communication resource allocation optimization for a system comprising two unmanned aerial vehicles (UAVs) to perform InSAR sensing and to transfer the acquired data to the ground. To this end, we adopt as sensing performance metrics the interferometric coherence, i.e., the local correlation between the two co-registered UAV radar images, and the height of ambiguity (HoA), which together are a measure for the accuracy with which the InSAR system can estimate the height of ground objects. In addition, an analytical expression for the coverage of the considered InSAR sensing system is derived. Our objective is to maximize the InSAR coverage while satisfying all relevant InSAR-specific sensing and communication performance metrics. To tackle the non-convexity of the formulated optimization problem, we employ alternating optimization (AO) techniques combined with successive convex approximation (SCA). Our simulation results reveal that the resulting resource allocation algorithm outperforms two benchmark schemes in terms of InSAR coverage while satisfying all sensing and real-time communication requirements. Furthermore, we highlight the importance of efficient communication resource allocation in facilitating real-time sensing and unveil the trade-off between InSAR height estimation accuracy and coverage.",,,"@article{lahmeri2023uav,
  title={UAV Formation Optimization for Communication-assisted InSAR Sensing},
  author={Mohamed-Amine Lahmeri and Victor Mustieles-Pérez and Martin Vossiek and Gerhard Krieger and Robert Schober},
  journal={arXiv preprint arXiv:2311.06959v1},
  year={2023},
  url={http://arxiv.org/abs/2311.06959v1}
}","Mohamed-Amine Lahmeri, Victor Mustieles-Pérez, Martin Vossiek, Gerhard Krieger, Robert Schober",3D
Method,Computer Vision,Robotics,2023-11-24,11,2023,,Automated Detection and Counting of Windows using UAV Imagery based Remote Sensing,,http://arxiv.org/abs/2311.14635v1,"Despite the technological advancements in the construction and surveying sector, the inspection of salient features like windows in an under-construction or existing building is predominantly a manual process. Moreover, the number of windows present in a building is directly related to the magnitude of deformation it suffers under earthquakes. In this research, a method to accurately detect and count the number of windows of a building by deploying an Unmanned Aerial Vehicle (UAV) based remote sensing system is proposed. The proposed two-stage method automates the identification and counting of windows by developing computer vision pipelines that utilize data from UAV's onboard camera and other sensors. Quantitative and Qualitative results show the effectiveness of our proposed approach in accurately detecting and counting the windows compared to the existing method.",,,"@article{patel2023automated,
  title={Automated Detection and Counting of Windows using UAV Imagery based Remote Sensing},
  author={Dhruv Patel and Shivani Chepuri and Sarvesh Thakur and K. Harikumar and Ravi Kiran S. and K. Madhava Krishna},
  journal={arXiv preprint arXiv:2311.14635v1},
  year={2023},
  url={http://arxiv.org/abs/2311.14635v1}
}","Dhruv Patel, Shivani Chepuri, Sarvesh Thakur, K. Harikumar, Ravi Kiran S., K. Madhava Krishna",
