Category,Type,Subtype,Date,Month,Year,Institute,Title,abbr.,Paper_link,Abstract,code,Publication,BibTex,Authors,_tasks
Method,Artificial Intelligence,cs.CL; Machine Learning,2024-04-23,4,2024,,GeoLLM-Engine: A Realistic Environment for Building Geospatial Copilots,,http://arxiv.org/abs/2404.15500v1,"Geospatial Copilots unlock unprecedented potential for performing Earth Observation (EO) applications through natural language instructions. However, existing agents rely on overly simplified single tasks and template-based prompts, creating a disconnect with real-world scenarios. In this work, we present GeoLLM-Engine, an environment for tool-augmented agents with intricate tasks routinely executed by analysts on remote sensing platforms. We enrich our environment with geospatial API tools, dynamic maps/UIs, and external multimodal knowledge bases to properly gauge an agent's proficiency in interpreting realistic high-level natural language commands and its functional correctness in task completions. By alleviating overheads typically associated with human-in-the-loop benchmark curation, we harness our massively parallel engine across 100 GPT-4-Turbo nodes, scaling to over half a million diverse multi-tool tasks and across 1.1 million satellite images. By moving beyond traditional single-task image-caption paradigms, we investigate state-of-the-art agents and prompting techniques against long-horizon prompts.",,Earthvision 2024,"@article{singh2024geollmengine,
  title={GeoLLM-Engine: A Realistic Environment for Building Geospatial Copilots},
  author={Simranjit Singh and Michael Fore and Dimitrios Stamoulis},
  journal={arXiv preprint arXiv:2404.15500v1},
  year={2024},
  url={http://arxiv.org/abs/2404.15500v1}
}","Simranjit Singh, Michael Fore, Dimitrios Stamoulis",
Method,cs.CL,Artificial Intelligence; Machine Learning,2024-04-23,4,2024,,Evaluating Tool-Augmented Agents in Remote Sensing Platforms,,http://arxiv.org/abs/2405.00709v1,"Tool-augmented Large Language Models (LLMs) have shown impressive capabilities in remote sensing (RS) applications. However, existing benchmarks assume question-answering input templates over predefined image-text data pairs. These standalone instructions neglect the intricacies of realistic user-grounded tasks. Consider a geospatial analyst: they zoom in a map area, they draw a region over which to collect satellite imagery, and they succinctly ask ""Detect all objects here"". Where is `here`, if it is not explicitly hardcoded in the image-text template, but instead is implied by the system state, e.g., the live map positioning? To bridge this gap, we present GeoLLM-QA, a benchmark designed to capture long sequences of verbal, visual, and click-based actions on a real UI platform. Through in-depth evaluation of state-of-the-art LLMs over a diverse set of 1,000 tasks, we offer insights towards stronger agents for RS applications.",,ICLR 2024,"@article{singh2024evaluating,
  title={Evaluating Tool-Augmented Agents in Remote Sensing Platforms},
  author={Simranjit Singh and Michael Fore and Dimitrios Stamoulis},
  journal={arXiv preprint arXiv:2405.00709v1},
  year={2024},
  url={http://arxiv.org/abs/2405.00709v1}
}","Simranjit Singh, Michael Fore, Dimitrios Stamoulis",
Method,Computer Vision,,2024-06-11,6,2024,,RS-Agent: Automating Remote Sensing Tasks through Intelligent Agent,,http://arxiv.org/abs/2406.07089v3,"The unprecedented advancements in Multimodal Large Language Models (MLLMs) have demonstrated strong potential in interacting with humans through both language and visual inputs to perform downstream tasks such as visual question answering and scene understanding. However, these models are constrained to basic instruction-following or descriptive tasks, facing challenges in complex real-world remote sensing applications that require specialized tools and knowledge. To address these limitations, we propose RS-Agent, an AI agent designed to interact with human users and autonomously leverage specialized models to address the demands of real-world remote sensing applications. RS-Agent integrates four key components: a Central Controller based on large language models, a dynamic toolkit for tool execution, a Solution Space for task-specific expert guidance, and a Knowledge Space for domain-level reasoning, enabling it to interpret user queries and orchestrate tools for accurate remote sensing task. We introduce two novel mechanisms: Task-Aware Retrieval, which improves tool selection accuracy through expert-guided planning, and DualRAG, a retrieval-augmented generation method that enhances knowledge relevance through weighted, dual-path retrieval. RS-Agent supports flexible integration of new tools and is compatible with both open-source and proprietary LLMs. Extensive experiments across 9 datasets and 18 remote sensing tasks demonstrate that RS-Agent significantly outperforms state-of-the-art MLLMs, achieving over 95% task planning accuracy and delivering superior performance in tasks such as scene classification, object counting, and remote sensing visual question answering. Our work presents RS-Agent as a robust and extensible framework for advancing intelligent automation in remote sensing analysis.",,,"@article{xu2024rsagent,
  title={RS-Agent: Automating Remote Sensing Tasks through Intelligent Agent},
  author={Wenjia Xu and Zijian Yu and Boyang Mu and Zhiwei Wei and Yuanben Zhang and Guangzuo Li and Jiuniu Wang and Mugen Peng},
  journal={arXiv preprint arXiv:2406.07089v3},
  year={2024},
  url={http://arxiv.org/abs/2406.07089v3}
}","Wenjia Xu, Zijian Yu, Boyang Mu, Zhiwei Wei, Yuanben Zhang, Guangzuo Li, Jiuniu Wang, Mugen Peng",CLS;VQA
Method,physics.optics,cond-mat.mtrl-sci; Machine Learning,2024-07-22,7,2024,,Self-driving lab discovers principles for steering spontaneous emission,,http://arxiv.org/abs/2407.16083v2,"We developed an autonomous experimentation platform to accelerate interpretable scientific discovery in ultrafast nanophotonics, targeting a novel method to steer spontaneous emission from reconfigurable semiconductor metasurfaces. Controlling spontaneous emission is crucial for clean-energy solutions in illumination, thermal radiation engineering, and remote sensing. Despite the potential of reconfigurable semiconductor metasurfaces with embedded sources for spatiotemporal control, achieving arbitrary far-field control remains challenging. Here, we present a self-driving lab (SDL) platform that addresses this challenge by discovering the governing equations for predicting the far-field emission profile from light-emitting metasurfaces. We discover that both the spatial gradient (grating-like) and the curvature (lens-like) of the local refractive index are key factors in steering spontaneous emission. The SDL employs a machine-learning framework comprising: (1) a variational autoencoder for generating complex spatial refractive index profiles, (2) an active learning agent for guiding experiments with real-time closed-loop feedback, and (3) a neural network-based equation learner to uncover structure-property relationships. The SDL demonstrated a four-fold enhancement in peak emission directivity (up to 77%) over a 72° field of view within ~300 experiments. Our findings reveal that combinations of positive gratings and lenses are as effective as negative lenses and gratings for all emission angles, offering a novel strategy for controlling spontaneous emission beyond conventional Fourier optics.",,"25 pages, 4 figures","@article{desai2024selfdriving,
  title={Self-driving lab discovers principles for steering spontaneous emission},
  author={Saaketh Desai and Sadhvikas Addamane and Jeffery Y. Tsao and Igal Brener and Remi Dingreville and Prasad P. Iyer},
  journal={arXiv preprint arXiv:2407.16083v2},
  year={2024},
  url={http://arxiv.org/abs/2407.16083v2}
}","Saaketh Desai, Sadhvikas Addamane, Jeffery Y. Tsao, Igal Brener, Remi Dingreville, Prasad P. Iyer",
Method,Artificial Intelligence,Machine Learning; eess.SY,2024-08-27,8,2024,,Earth Observation Satellite Scheduling with Graph Neural Networks and Monte Carlo Tree Search,,http://arxiv.org/abs/2408.15041v2,"Earth Observation Satellite Planning (EOSP) is a difficult optimization problem with considerable practical interest. A set of requested observations must be scheduled on an agile Earth observation satellite while respecting constraints on their visibility window, as well as maneuver constraints that impose varying delays between successive observations. In addition, the problem is largely oversubscribed: there are much more candidate observations than can possibly be achieved. Therefore, one must select the set of observations that will be performed while maximizing their cumulative benefit and propose a feasible schedule for these observations. As previous work mostly focused on heuristic and iterative search algorithms, this paper presents a new technique for selecting and scheduling observations based on Graph Neural Networks (GNNs) and Deep Reinforcement Learning (DRL). GNNs are used to extract relevant information from the graphs representing instances of the EOSP, and DRL drives the search for optimal schedules. A post-learning search step based on Monte Carlo Tree Search (MCTS) is added that is able to find even better solutions. Experiments show that it is able to learn on small problem instances and generalize to larger real-world instances, with very competitive performance compared to traditional approaches.",,International Workshop on Planning & Scheduling for Space (IWPSS 2025),"@article{jacquet2024earth,
  title={Earth Observation Satellite Scheduling with Graph Neural Networks and Monte Carlo Tree Search},
  author={Antoine Jacquet and Guillaume Infantes and Emmanuel Benazera and Vincent Baudoui and Jonathan Guerra and Stéphanie Roussel},
  journal={arXiv preprint arXiv:2408.15041v2},
  year={2024},
  url={http://arxiv.org/abs/2408.15041v2}
}","Antoine Jacquet, Guillaume Infantes, Emmanuel Benazera, Vincent Baudoui, Jonathan Guerra, Stéphanie Roussel",
Survey,Computer Vision,Artificial Intelligence; cs.CL,2024-08-28,8,2024,,A Survey on Evaluation of Multimodal Large Language Models,,http://arxiv.org/abs/2408.15769v1,"Multimodal Large Language Models (MLLMs) mimic human perception and reasoning system by integrating powerful Large Language Models (LLMs) with various modality encoders (e.g., vision, audio), positioning LLMs as the ""brain"" and various modality encoders as sensory organs. This framework endows MLLMs with human-like capabilities, and suggests a potential pathway towards achieving artificial general intelligence (AGI). With the emergence of all-round MLLMs like GPT-4V and Gemini, a multitude of evaluation methods have been developed to assess their capabilities across different dimensions. This paper presents a systematic and comprehensive review of MLLM evaluation methods, covering the following key aspects: (1) the background of MLLMs and their evaluation; (2) ""what to evaluate"" that reviews and categorizes existing MLLM evaluation tasks based on the capabilities assessed, including general multimodal recognition, perception, reasoning and trustworthiness, and domain-specific applications such as socioeconomic, natural sciences and engineering, medical usage, AI agent, remote sensing, video and audio processing, 3D point cloud analysis, and others; (3) ""where to evaluate"" that summarizes MLLM evaluation benchmarks into general and specific benchmarks; (4) ""how to evaluate"" that reviews and illustrates MLLM evaluation steps and metrics; Our overarching goal is to provide valuable insights for researchers in the field of MLLM evaluation, thereby facilitating the development of more capable and reliable MLLMs. We emphasize that evaluation should be regarded as a critical discipline, essential for advancing the field of MLLMs.",,,"@article{huang2024a,
  title={A Survey on Evaluation of Multimodal Large Language Models},
  author={Jiaxing Huang and Jingyi Zhang},
  journal={arXiv preprint arXiv:2408.15769v1},
  year={2024},
  url={http://arxiv.org/abs/2408.15769v1}
}","Jiaxing Huang, Jingyi Zhang",3D
Method,cs.MA,Machine Learning,2024-09-17,9,2024,,On-policy Actor-Critic Reinforcement Learning for Multi-UAV Exploration,,http://arxiv.org/abs/2409.11058v1,"Unmanned aerial vehicles (UAVs) have become increasingly popular in various fields, including precision agriculture, search and rescue, and remote sensing. However, exploring unknown environments remains a significant challenge. This study aims to address this challenge by utilizing on-policy Reinforcement Learning (RL) with Proximal Policy Optimization (PPO) to explore the {two dimensional} area of interest with multiple UAVs. The UAVs will avoid collision with obstacles and each other and do the exploration in a distributed manner. The proposed solution includes actor-critic networks using deep convolutional neural networks {(CNN)} and long short-term memory (LSTM) for identifying the UAVs and areas that have already been covered. Compared to other RL techniques, such as policy gradient (PG) and asynchronous advantage actor-critic (A3C), the simulation results demonstrate the superiority of the proposed PPO approach. Also, the results show that combining LSTM with CNN in critic can improve exploration. Since the proposed exploration has to work in unknown environments, the results showed that the proposed setup can complete the coverage when we have new maps that differ from the trained maps. Finally, we showed how tuning hyper parameters may affect the overall performance.",,,"@article{farid2024onpolicy,
  title={On-policy Actor-Critic Reinforcement Learning for Multi-UAV Exploration},
  author={Ali Moltajaei Farid and Jafar Roshanian and Malek Mouhoub},
  journal={arXiv preprint arXiv:2409.11058v1},
  year={2024},
  url={http://arxiv.org/abs/2409.11058v1}
}","Ali Moltajaei Farid, Jafar Roshanian, Malek Mouhoub",
Method,Computer Vision,,2024-09-26,9,2024,,AgMTR: Agent Mining Transformer for Few-shot Segmentation in Remote Sensing,,http://arxiv.org/abs/2409.17453v1,"Few-shot Segmentation (FSS) aims to segment the interested objects in the query image with just a handful of labeled samples (i.e., support images). Previous schemes would leverage the similarity between support-query pixel pairs to construct the pixel-level semantic correlation. However, in remote sensing scenarios with extreme intra-class variations and cluttered backgrounds, such pixel-level correlations may produce tremendous mismatches, resulting in semantic ambiguity between the query foreground (FG) and background (BG) pixels. To tackle this problem, we propose a novel Agent Mining Transformer (AgMTR), which adaptively mines a set of local-aware agents to construct agent-level semantic correlation. Compared with pixel-level semantics, the given agents are equipped with local-contextual information and possess a broader receptive field. At this point, different query pixels can selectively aggregate the fine-grained local semantics of different agents, thereby enhancing the semantic clarity between query FG and BG pixels. Concretely, the Agent Learning Encoder (ALE) is first proposed to erect the optimal transport plan that arranges different agents to aggregate support semantics under different local regions. Then, for further optimizing the agents, the Agent Aggregation Decoder (AAD) and the Semantic Alignment Decoder (SAD) are constructed to break through the limited support set for mining valuable class-specific semantics from unlabeled data sources and the query image itself, respectively. Extensive experiments on the remote sensing benchmark iSAID indicate that the proposed method achieves state-of-the-art performance. Surprisingly, our method remains quite competitive when extended to more common natural scenarios, i.e., PASCAL-5i and COCO-20i.",,accepted to IJCV,"@article{bi2024agmtr,
  title={AgMTR: Agent Mining Transformer for Few-shot Segmentation in Remote Sensing},
  author={Hanbo Bi and Yingchao Feng and Yongqiang Mao and Jianning Pei and Wenhui Diao and Hongqi Wang and Xian Sun},
  journal={arXiv preprint arXiv:2409.17453v1},
  year={2024},
  url={http://arxiv.org/abs/2409.17453v1}
}","Hanbo Bi, Yingchao Feng, Yongqiang Mao, Jianning Pei, Wenhui Diao, Hongqi Wang, Xian Sun",
Method,Computer Vision,,2024-10-17,10,2024,,RescueADI: Adaptive Disaster Interpretation in Remote Sensing Images with Autonomous Agents,,http://arxiv.org/abs/2410.13384v1,"Current methods for disaster scene interpretation in remote sensing images (RSIs) mostly focus on isolated tasks such as segmentation, detection, or visual question-answering (VQA). However, current interpretation methods often fail at tasks that require the combination of multiple perception methods and specialized tools. To fill this gap, this paper introduces Adaptive Disaster Interpretation (ADI), a novel task designed to solve requests by planning and executing multiple sequentially correlative interpretation tasks to provide a comprehensive analysis of disaster scenes. To facilitate research and application in this area, we present a new dataset named RescueADI, which contains high-resolution RSIs with annotations for three connected aspects: planning, perception, and recognition. The dataset includes 4,044 RSIs, 16,949 semantic masks, 14,483 object bounding boxes, and 13,424 interpretation requests across nine challenging request types. Moreover, we propose a new disaster interpretation method employing autonomous agents driven by large language models (LLMs) for task planning and execution, proving its efficacy in handling complex disaster interpretations. The proposed agent-based method solves various complex interpretation requests such as counting, area calculation, and path-finding without human intervention, which traditional single-task approaches cannot handle effectively. Experimental results on RescueADI demonstrate the feasibility of the proposed task and show that our method achieves an accuracy 9% higher than existing VQA methods, highlighting its advantages over conventional disaster interpretation approaches. The dataset will be publicly available.",,,"@article{liu2024rescueadi,
  title={RescueADI: Adaptive Disaster Interpretation in Remote Sensing Images with Autonomous Agents},
  author={Zhuoran Liu and Danpei Zhao and Bo Yuan},
  journal={arXiv preprint arXiv:2410.13384v1},
  year={2024},
  url={http://arxiv.org/abs/2410.13384v1}
}","Zhuoran Liu, Danpei Zhao, Bo Yuan",VQA
Method,cs.NI,Artificial Intelligence; cs.DC; Machine Learning,2025-01-08,1,2025,,Microservice Deployment in Space Computing Power Networks via Robust Reinforcement Learning,,http://arxiv.org/abs/2501.06244v1,"With the growing demand for Earth observation, it is important to provide reliable real-time remote sensing inference services to meet the low-latency requirements. The Space Computing Power Network (Space-CPN) offers a promising solution by providing onboard computing and extensive coverage capabilities for real-time inference. This paper presents a remote sensing artificial intelligence applications deployment framework designed for Low Earth Orbit satellite constellations to achieve real-time inference performance. The framework employs the microservice architecture, decomposing monolithic inference tasks into reusable, independent modules to address high latency and resource heterogeneity. This distributed approach enables optimized microservice deployment, minimizing resource utilization while meeting quality of service and functional requirements. We introduce Robust Optimization to the deployment problem to address data uncertainty. Additionally, we model the Robust Optimization problem as a Partially Observable Markov Decision Process and propose a robust reinforcement learning algorithm to handle the semi-infinite Quality of Service constraints. Our approach yields sub-optimal solutions that minimize accuracy loss while maintaining acceptable computational costs. Simulation results demonstrate the effectiveness of our framework.",,14 pages,"@article{yu2025microservice,
  title={Microservice Deployment in Space Computing Power Networks via Robust Reinforcement Learning},
  author={Zhiyong Yu and Yuning Jiang and Xin Liu and Yuanming Shi and Chunxiao Jiang and Linling Kuang},
  journal={arXiv preprint arXiv:2501.06244v1},
  year={2025},
  url={http://arxiv.org/abs/2501.06244v1}
}","Zhiyong Yu, Yuning Jiang, Xin Liu, Yuanming Shi, Chunxiao Jiang, Linling Kuang",
Method,Artificial Intelligence,Computer Vision,2025-01-17,1,2025,,ForestProtector: An IoT Architecture Integrating Machine Vision and Deep Reinforcement Learning for Efficient Wildfire Monitoring,,http://arxiv.org/abs/2501.09926v2,"Early detection of forest fires is crucial to minimizing the environmental and socioeconomic damage they cause. Indeed, a fire's duration directly correlates with the difficulty and cost of extinguishing it. For instance, a fire burning for 1 minute might require 1 liter of water to extinguish, while a 2-minute fire could demand 100 liters, and a 10-minute fire might necessitate 1,000 liters. On the other hand, existing fire detection systems based on novel technologies (e.g., remote sensing, PTZ cameras, UAVs) are often expensive and require human intervention, making continuous monitoring of large areas impractical. To address this challenge, this work proposes a low-cost forest fire detection system that utilizes a central gateway device with computer vision capabilities to monitor a 360° field of view for smoke at long distances. A deep reinforcement learning agent enhances surveillance by dynamically controlling the camera's orientation, leveraging real-time sensor data (smoke levels, ambient temperature, and humidity) from distributed IoT devices. This approach enables automated wildfire monitoring across expansive areas while reducing false positives.",,"Accepted for publication in the proceedings of the 11th International Conference on Automation, Robotics, and Applications (ICARA 2025)","@article{bonillaormachea2025forestprotector,
  title={ForestProtector: An IoT Architecture Integrating Machine Vision and Deep Reinforcement Learning for Efficient Wildfire Monitoring},
  author={Kenneth Bonilla-Ormachea and Horacio Cuizaga and Edwin Salcedo and Sebastian Castro and Sergio Fernandez-Testa and Misael Mamani},
  journal={arXiv preprint arXiv:2501.09926v2},
  year={2025},
  url={http://arxiv.org/abs/2501.09926v2}
}","Kenneth Bonilla-Ormachea, Horacio Cuizaga, Edwin Salcedo, Sebastian Castro, Sergio Fernandez-Testa, Misael Mamani",
Method,Machine Learning,,2025-01-27,1,2025,,Multi-Agent Geospatial Copilots for Remote Sensing Workflows,,http://arxiv.org/abs/2501.16254v1,"We present GeoLLM-Squad, a geospatial Copilot that introduces the novel multi-agent paradigm to remote sensing (RS) workflows. Unlike existing single-agent approaches that rely on monolithic large language models (LLM), GeoLLM-Squad separates agentic orchestration from geospatial task-solving, by delegating RS tasks to specialized sub-agents. Built on the open-source AutoGen and GeoLLM-Engine frameworks, our work enables the modular integration of diverse applications, spanning urban monitoring, forestry protection, climate analysis, and agriculture studies. Our results demonstrate that while single-agent systems struggle to scale with increasing RS task complexity, GeoLLM-Squad maintains robust performance, achieving a 17% improvement in agentic correctness over state-of-the-art baselines. Our findings highlight the potential of multi-agent AI in advancing RS workflows.",,,"@article{lee2025multiagent,
  title={Multi-Agent Geospatial Copilots for Remote Sensing Workflows},
  author={Chaehong Lee and Varatheepan Paramanayakam and Andreas Karatzas and Yanan Jian and Michael Fore and Heming Liao and Fuxun Yu and Ruopu Li and Iraklis Anagnostopoulos and Dimitrios Stamoulis},
  journal={arXiv preprint arXiv:2501.16254v1},
  year={2025},
  url={http://arxiv.org/abs/2501.16254v1}
}","Chaehong Lee, Varatheepan Paramanayakam, Andreas Karatzas, Yanan Jian, Michael Fore, Heming Liao, Fuxun Yu, Ruopu Li, Iraklis Anagnostopoulos, Dimitrios Stamoulis",
Method,cs.MA,Artificial Intelligence; Robotics,2025-03-04,3,2025,,Towards Robust Multi-UAV Collaboration: MARL with Noise-Resilient Communication and Attention Mechanisms,,http://arxiv.org/abs/2503.02913v1,"Efficient path planning for unmanned aerial vehicles (UAVs) is crucial in remote sensing and information collection. As task scales expand, the cooperative deployment of multiple UAVs significantly improves information collection efficiency. However, collaborative communication and decision-making for multiple UAVs remain major challenges in path planning, especially in noisy environments. To efficiently accomplish complex information collection tasks in 3D space and address robust communication issues, we propose a multi-agent reinforcement learning (MARL) framework for UAV path planning based on the Counterfactual Multi-Agent Policy Gradients (COMA) algorithm. The framework incorporates attention mechanism-based UAV communication protocol and training-deployment system, significantly improving communication robustness and individual decision-making capabilities in noisy conditions. Experiments conducted on both synthetic and real-world datasets demonstrate that our method outperforms existing algorithms in terms of path planning efficiency and robustness, especially in noisy environments, achieving a 78\% improvement in entropy reduction.",,,"@article{zhao2025towards,
  title={Towards Robust Multi-UAV Collaboration: MARL with Noise-Resilient Communication and Attention Mechanisms},
  author={Zilin Zhao and Chishui Chen and Haotian Shi and Jiale Chen and Xuanlin Yue and Zhejian Yang and Yang Liu},
  journal={arXiv preprint arXiv:2503.02913v1},
  year={2025},
  url={http://arxiv.org/abs/2503.02913v1}
}","Zilin Zhao, Chishui Chen, Haotian Shi, Jiale Chen, Xuanlin Yue, Zhejian Yang, Yang Liu",
Method,Machine Learning,Artificial Intelligence,2025-04-06,4,2025,,Geo-OLM: Enabling Sustainable Earth Observation Studies with Cost-Efficient Open Language Models & State-Driven Workflows,,http://arxiv.org/abs/2504.04319v1,"Geospatial Copilots hold immense potential for automating Earth observation (EO) and climate monitoring workflows, yet their reliance on large-scale models such as GPT-4o introduces a paradox: tools intended for sustainability studies often incur unsustainable costs. Using agentic AI frameworks in geospatial applications can amass thousands of dollars in API charges or requires expensive, power-intensive GPUs for deployment, creating barriers for researchers, policymakers, and NGOs. Unfortunately, when geospatial Copilots are deployed with open language models (OLMs), performance often degrades due to their dependence on GPT-optimized logic. In this paper, we present Geo-OLM, a tool-augmented geospatial agent that leverages the novel paradigm of state-driven LLM reasoning to decouple task progression from tool calling. By alleviating the workflow reasoning burden, our approach enables low-resource OLMs to complete geospatial tasks more effectively. When downsizing to small models below 7B parameters, Geo-OLM outperforms the strongest prior geospatial baselines by 32.8% in successful query completion rates. Our method performs comparably to proprietary models achieving results within 10% of GPT-4o, while reducing inference costs by two orders of magnitude from \$500-\$1000 to under \$10. We present an in-depth analysis with geospatial downstream benchmarks, providing key insights to help practitioners effectively deploy OLMs for EO applications.",,,"@article{stamoulis2025geoolm,
  title={Geo-OLM: Enabling Sustainable Earth Observation Studies with Cost-Efficient Open Language Models & State-Driven Workflows},
  author={Dimitrios Stamoulis and Diana Marculescu},
  journal={arXiv preprint arXiv:2504.04319v1},
  year={2025},
  url={http://arxiv.org/abs/2504.04319v1}
}","Dimitrios Stamoulis, Diana Marculescu",
Survey,Artificial Intelligence,cs.CL,2025-04-14,4,2025,,"A Survey of Large Language Model-Powered Spatial Intelligence Across Scales: Advances in Embodied Agents, Smart Cities, and Earth Science",,http://arxiv.org/abs/2504.09848v1,"Over the past year, the development of large language models (LLMs) has brought spatial intelligence into focus, with much attention on vision-based embodied intelligence. However, spatial intelligence spans a broader range of disciplines and scales, from navigation and urban planning to remote sensing and earth science. What are the differences and connections between spatial intelligence across these fields? In this paper, we first review human spatial cognition and its implications for spatial intelligence in LLMs. We then examine spatial memory, knowledge representations, and abstract reasoning in LLMs, highlighting their roles and connections. Finally, we analyze spatial intelligence across scales -- from embodied to urban and global levels -- following a framework that progresses from spatial memory and understanding to spatial reasoning and intelligence. Through this survey, we aim to provide insights into interdisciplinary spatial intelligence research and inspire future studies.",,,"@article{feng2025a,
  title={A Survey of Large Language Model-Powered Spatial Intelligence Across Scales: Advances in Embodied Agents, Smart Cities, and Earth Science},
  author={Jie Feng and Jinwei Zeng and Qingyue Long and Hongyi Chen and Jie Zhao and Yanxin Xi and Zhilun Zhou and Yuan Yuan and Shengyuan Wang and Qingbin Zeng and Songwei Li and Yunke Zhang and Yuming Lin and Tong Li and Jingtao Ding and Chen Gao and Fengli Xu and Yong Li},
  journal={arXiv preprint arXiv:2504.09848v1},
  year={2025},
  url={http://arxiv.org/abs/2504.09848v1}
}","Jie Feng, Jinwei Zeng, Qingyue Long, Hongyi Chen, Jie Zhao, Yanxin Xi, Zhilun Zhou, Yuan Yuan, Shengyuan Wang, Qingbin Zeng, Songwei Li, Yunke Zhang, Yuming Lin, Tong Li, Jingtao Ding, Chen Gao, Fengli Xu, Yong Li",
Method,Artificial Intelligence,,2025-04-16,4,2025,,Towards LLM Agents for Earth Observation,,http://arxiv.org/abs/2504.12110v2,"Earth Observation (EO) provides critical planetary data for environmental monitoring, disaster management, climate science, and other scientific domains. Here we ask: Are AI systems ready for reliable Earth Observation? We introduce \datasetnamenospace, a benchmark of 140 yes/no questions from NASA Earth Observatory articles across 13 topics and 17 satellite sensors. Using Google Earth Engine API as a tool, LLM agents can only achieve an accuracy of 33% because the code fails to run over 58% of the time. We improve the failure rate for open models by fine-tuning synthetic data, allowing much smaller models (Llama-3.1-8B) to achieve comparable accuracy to much larger ones (e.g., DeepSeek-R1). Taken together, our findings identify significant challenges to be solved before AI agents can automate earth observation, and suggest paths forward. The project page is available at https://iandrover.github.io/UnivEarth.",,ICML 2025 Workshop TerraBytes,"@article{kao2025towards,
  title={Towards LLM Agents for Earth Observation},
  author={Chia Hsiang Kao and Wenting Zhao and Shreelekha Revankar and Samuel Speas and Snehal Bhagat and Rajeev Datta and Cheng Perng Phoo and Utkarsh Mall and Carl Vondrick and Kavita Bala and Bharath Hariharan},
  journal={arXiv preprint arXiv:2504.12110v2},
  year={2025},
  url={http://arxiv.org/abs/2504.12110v2}
}","Chia Hsiang Kao, Wenting Zhao, Shreelekha Revankar, Samuel Speas, Snehal Bhagat, Rajeev Datta, Cheng Perng Phoo, Utkarsh Mall, Carl Vondrick, Kavita Bala, Bharath Hariharan",
Method,Computer Vision,Artificial Intelligence,2025-05-15,5,2025,,ORL-LDM: Offline Reinforcement Learning Guided Latent Diffusion Model Super-Resolution Reconstruction,,http://arxiv.org/abs/2505.10027v2,"With the rapid advancement of remote sensing technology, super-resolution image reconstruction is of great research and practical significance. Existing deep learning methods have made progress but still face limitations in handling complex scenes and preserving image details. This paper proposes a reinforcement learning-based latent diffusion model (LDM) fine-tuning method for remote sensing image super-resolution. The method constructs a reinforcement learning environment with states, actions, and rewards, optimizing decision objectives through proximal policy optimization (PPO) during the reverse denoising process of the LDM model. Experiments on the RESISC45 dataset show significant improvements over the baseline model in PSNR, SSIM, and LPIPS, with PSNR increasing by 3-4dB, SSIM improving by 0.08-0.11, and LPIPS reducing by 0.06-0.10, particularly in structured and complex natural scenes. The results demonstrate the method's effectiveness in enhancing super-resolution quality and adaptability across scenes.",,This submission included authors who did not consent to the submission. The paper is being withdrawn until authorship issues are resolved,"@article{lyu2025orlldm,
  title={ORL-LDM: Offline Reinforcement Learning Guided Latent Diffusion Model Super-Resolution Reconstruction},
  author={Shijie Lyu},
  journal={arXiv preprint arXiv:2505.10027v2},
  year={2025},
  url={http://arxiv.org/abs/2505.10027v2}
}",Shijie Lyu,SR
Dataset,Robotics,Artificial Intelligence,2025-05-23,5,2025,,BEDI: A Comprehensive Benchmark for Evaluating Embodied Agents on UAVs,,http://arxiv.org/abs/2505.18229v2,"With the rapid advancement of low-altitude remote sensing and Vision-Language Models (VLMs), Embodied Agents based on Unmanned Aerial Vehicles (UAVs) have shown significant potential in autonomous tasks. However, current evaluation methods for UAV-Embodied Agents (UAV-EAs) remain constrained by the lack of standardized benchmarks, diverse testing scenarios and open system interfaces. To address these challenges, we propose BEDI (Benchmark for Embodied Drone Intelligence), a systematic and standardized benchmark designed for evaluating UAV-EAs. Specifically, we introduce a novel Dynamic Chain-of-Embodied-Task paradigm based on the perception-decision-action loop, which decomposes complex UAV tasks into standardized, measurable subtasks. Building on this paradigm, we design a unified evaluation framework encompassing six core sub-skills: semantic perception, spatial perception, motion control, tool utilization, task planning and action generation. Furthermore, we develop a hybrid testing platform that incorporates a wide range of both virtual and real-world scenarios, enabling a comprehensive evaluation of UAV-EAs across diverse contexts. The platform also offers open and standardized interfaces, allowing researchers to customize tasks and extend scenarios, thereby enhancing flexibility and scalability in the evaluation process. Finally, through empirical evaluations of several state-of-the-art (SOTA) VLMs, we reveal their limitations in embodied UAV tasks, underscoring the critical role of the BEDI benchmark in advancing embodied intelligence research and model optimization. By filling the gap in systematic and standardized evaluation within this field, BEDI facilitates objective model comparison and lays a robust foundation for future development in this field. Our benchmark is now publicly available at https://github.com/lostwolves/BEDI.",https://github.com/lostwolves/BEDI,,"@article{guo2025bedi,
  title={BEDI: A Comprehensive Benchmark for Evaluating Embodied Agents on UAVs},
  author={Mingning Guo and Mengwei Wu and Jiarun He and Shaoxian Li and Haifeng Li and Chao Tao},
  journal={arXiv preprint arXiv:2505.18229v2},
  year={2025},
  url={http://arxiv.org/abs/2505.18229v2}
}","Mingning Guo, Mengwei Wu, Jiarun He, Shaoxian Li, Haifeng Li, Chao Tao",
